,0
346,148863.0
347,113923.0
348,131959.0
349,136099.0
350,61965.0
351,107165.0
352,124511.0
353,87132.0
354,59773.0
355,106777.0
356,104087.0
357,163943.0
358,94597.0
359,15131.0
360,73881.0
361,158921.0
362,25687.0
363,128371.0
364,127557.0
365,83283.0
366,109435.0
367,144583.0
368,139999.0
369,169947.0
370,156691.0
371,40017.0
372,141467.0
373,116945.0
374,146667.0
375,138249.0
376,116965.0
377,120393.0
378,73773.0
379,169582.0
380,138301.0
381,68386.0
382,149851.0
383,134759.0
384,133175.0
385,173057.0
386,125723.0
387,58281.0
388,99119.0
389,121373.0
390,162367.0
391,103783.0
392,129465.0
393,182393.0
394,155075.0
395,218959.0
396,121237.0
397,129664.0
398,105432.0
399,141976.0
400,106020.0
401,284459.0
402,268567.0
403,268653.0
404,342176.0
405,305125.0
406,211323.0
407,281217.0
408,205319.0
409,224275.0
410,255039.0
411,170881.0
412,264331.0
413,122133.0
414,185951.0
415,189903.0
416,215655.0
417,191263.0
418,140179.0
419,125237.0
420,246337.0
421,243327.0
422,180325.0
423,202125.0
424,239197.0
425,286667.0
426,225255.0
427,264345.0
428,161783.0
429,96841.0
430,93289.0
431,105067.0
432,124573.0
433,133215.0
434,132459.0
435,122533.0
436,143917.0
437,92851.0
438,157891.0
439,141053.0
440,206617.0
441,179641.0
442,221215.0
443,139717.0
444,209977.0
445,159029.0
446,228029.0
447,105683.0
448,130243.0
449,120061.0
450,213979.0
451,309781.0
452,168615.0
453,52267.0
454,322994.0
455,47615.0
456,254863.0
457,124055.0
458,160893.0
459,156961.0
460,367199.0
461,314669.0
462,224261.0
463,257467.0
464,210193.0
465,358001.0
466,135203.0
467,167529.0
468,127261.0
469,99089.0
470,127609.0
471,114617.0
472,178519.0
473,178159.0
474,158579.0
475,211339.0
476,175817.0
477,174533.0
478,273255.0
479,209495.0
480,165157.0
481,163823.0
482,247965.0
483,373139.0
484,390405.0
485,143215.0
486,307983.0
487,187563.0
488,230257.0
489,198993.0
490,263549.0
491,223677.0
492,187691.0
493,175489.0
494,131615.0
495,306831.0
496,153173.0
497,265381.0
498,131739.0
499,97201.0
500,127371.0
501,87227.0
502,98387.0
503,100351.0
504,134309.0
505,132809.0
506,324732.0
507,400585.0
508,371741.0
509,407171.0
510,447161.0
511,372047.0
512,304187.0
513,335223.0
514,588135.0
515,294915.0
516,366249.0
517,360251.0
518,313018.0
519,227385.0
520,325374.0
521,241629.0
522,220403.0
523,183847.0
524,239219.0
525,212093.0
526,218124.0
527,173237.0
528,191917.0
529,212429.0
530,251468.0
531,215107.0
532,159999.0
533,243609.0
534,178667.0
535,267787.0
536,299843.0
537,315787.0
538,303185.0
539,323651.0
540,282147.0
541,245285.0
542,255727.0
543,296230.0
544,226877.0
545,226372.0
546,248043.0
547,256342.0
548,196927.0
549,197729.0
550,131971.0
551,182161.0
552,171677.0
553,183969.0
554,219787.0
555,187633.0
556,197129.0
557,100707.0
558,135483.0
559,87731.0
560,107775.0
561,216689.0
562,146141.0
563,285475.0
564,376359.0
565,169899.0
566,151115.0
567,152249.0
568,162485.0
569,248083.0
570,221347.0
571,227399.0
572,230639.0
573,179557.0
574,219167.0
575,201313.0
576,221621.0
577,298681.0
578,247711.0
579,311193.0
580,281523.0
581,207697.0
582,184317.0
583,158297.0
584,216323.0
585,152761.0
586,127697.0
587,135713.0
588,133441.0
589,164955.0
590,106813.0
591,101821.0
592,139579.0
593,66877.0
594,160025.0
595,103745.0
596,94311.0
597,219807.0
598,124603.0
599,177971.0
600,154163.0
601,121457.0
602,111415.0
603,141839.0
604,133417.0
605,143127.0
606,85987.0
607,149789.0
608,108189.0
609,99947.0
610,94477.0
611,135429.0
612,128367.0
613,185111.0
614,167461.0
615,113383.0
616,165087.0
617,127003.0
618,120861.0
619,106925.0
620,117819.0
621,131222.0
622,143671.0
623,102725.0
624,110497.0
625,92791.0
626,120035.0
627,93947.0
628,71619.0
629,106805.0
630,118206.0
631,121849.0
632,130385.0
633,130354.0
634,189521.0
635,77235.0
636,90975.0
637,160455.0
638,34623.0
639,18032.0
640,110459.0
641,88459.0
642,90701.0
643,128667.0
644,134545.0
645,43444.0
646,209093.0
647,115901.0
648,114305.0
649,132635.0
650,165095.0
651,135229.0
652,114909.0
653,113603.0
654,177585.0
655,140061.0
656,136597.0
657,128567.0
658,121959.0
659,73995.0
660,330858073447267.0
661,111457.0
662,102575.0
663,165787.0
664,123375.0
665,158027.0
666,2398785032700899.0
667,132125.0
668,76165.0
669,148293.0
670,124641.0
671,141703.0
672,140351.0
673,108491.0
674,93625.0
675,59834.0
676,115575.0
677,138067.0
678,150759.0
679,152279.0
680,158925.0
681,127151.0
682,145399.0
683,147004.0
684,144005.0
685,199745.0
686,106349.0
687,112197.0
688,150069.0
689,236201.0
690,114341.0
691,206579.0
692,176075.0
693,100773.0
694,137093.0
695,286347.0
696,235745.0
697,242503.0
698,215383.0
699,187010.0
700,228253.0
701,368329.0
702,331600.0
703,263817.0
704,187425.0
705,143823.0
706,227271.0
707,192715.0
708,187945.0
709,211877.0
710,138005.0
711,128593.0
712,147441.0
713,231831.0
714,286795.0
715,308505.0
716,254211.0
717,212819.0
718,125473.0
719,215087.0
720,195309.0
721,221119.0
722,187187.0
723,124469.0
724,104085.0
725,186291.0
726,147931.0
727,141637.0
728,203547.0
729,100704.0
730,82852.0
731,91629.0
732,113451.0
733,128049.0
734,125913.0
735,86903.0
736,107293.0
737,164941.0
738,175737.0
739,142773.0
740,153891.0
741,194103.0
742,139793.0
743,202131.0
744,129521.0
745,165541.0
746,226028.0
747,267507.0
748,271971.0
749,124847.0
750,119843.0
751,116763.0
752,123734.0
753,116271.0
754,96467.0
755,175291.0
756,32955.0
757,11395.0
758,-3683.0
759,5609.0
760,322666.0
761,288547.0
762,271205.0
763,207797.0
764,107433.0
765,182377.0
766,181651.0
767,288871.0
768,258308.0
769,136589.0
770,224632.0
771,182739.0
772,199057.0
773,242511.0
774,214521.0
775,260647.0
776,292113.0
777,204118.0
778,121747.0
779,135157.0
780,142829.0
781,142791.0
782,119991.0
783,81681.0
784,120659.0
785,143919.0
786,117949.0
787,111815.0
788,119667.0
789,130833.0
790,97114.0
791,198123.0
792,147789.0
793,160203.0
794,180971.0
795,163299.0
796,200093.0
797,154127.0
798,164129.0
799,146256.0
800,226185.0
801,255369.0
802,383705.0
803,454072.0
804,149311.0
805,312057.0
806,382731.0
807,451202.0
808,149377.0
809,188357.0
810,224431.0
811,194681.0
812,164033.0
813,179881.0
814,183651.0
815,219197.0
816,179609.0
817,136309.0
818,110035.0
819,104769.0
820,158863.0
821,198395.0
822,106241.0
823,117559.0
824,140809.0
825,119503.0
826,369740.0
827,298030.0
828,377286.0
829,429850.0
830,361144.0
831,404861.0
832,439402.0
833,390261.0
834,437692.0
835,311884.0
836,365708.0
837,354303.0
838,357411.0
839,339953.0
840,326292.0
841,273625.0
842,253191.0
843,286962.0
844,222804.0
845,210085.0
846,215523.0
847,233750.0
848,276453.0
849,238808.0
850,216963.0
851,193154.0
852,165499.0
853,181232.0
854,182428.0
855,197592.0
856,200385.0
857,187290.0
858,194356.0
859,187060.0
860,246479.0
861,205132.0
862,219311.0
863,167525.0
864,220174.0
865,170163.0
866,201037.0
867,221141.0
868,179257.0
869,169085.0
870,351205.0
871,384863.0
872,334135.0
873,283363.0
874,284775.0
875,321547.0
876,208112.0
877,267238.0
878,216385.0
879,365502.0
880,228080.0
881,231893.0
882,224925.0
883,216593.0
884,238975.0
885,221834.0
886,215750.0
887,258458.0
888,192688.0
889,303072.0
890,269122.0
891,248711.0
892,267873.0
893,166254.0
894,161001.0
895,148673.0
896,189051.0
897,203817.0
898,104601.0
899,108241.0
900,152735.0
901,283633.0
902,128949.0
903,162129.0
904,208315.0
905,195958.0
906,214084.0
907,207886.0
908,226842.0
909,153127.0
910,151463.0
911,204291.0
912,297557.0
913,307129.0
914,255713.0
915,288209.0
916,354427.0
917,148698.0
918,207489.0
919,137367.0
920,173219.0
921,191795.0
922,195487.0
923,251085.0
924,163277.0
925,133961.0
926,124403.0
927,109673.0
928,117959.0
929,148344.0
930,147599.0
931,123683.0
932,180500.0
933,155157.0
934,194093.0
935,129075.0
936,224321.0
937,110873.0
938,64793.0
939,27431.0
940,139107.0
941,129797.0
942,146279.0
943,130969.0
944,157207.0
945,144971.0
946,119075.0
947,128063.0
948,110911.0
949,169817.0
950,110505.0
951,148635.0
952,115989.0
953,143873.0
954,138337.0
955,138457.0
956,139305.0
957,130775.0
958,106803.0
959,120567.0
960,-20727.0
961,124659.0
962,124416.0
963,121085.0
964,233563.0
965,149039.0
966,146142.0
967,162625.0
968,95543.0
969,125841.0
970,85999.0
971,170849.0
972,143829.0
973,135635.0
974,165407.0
975,123885.0
976,103243.0
977,98943.0
978,107173.0
979,125331.0
980,89113.0
981,84523.0
982,140147.0
983,134991.0
984,70202.0
985,144187.0
986,207459.0
987,131143.0
988,92099.0
989,164853.0
990,86321.0
991,190709.0
992,103103.0
993,132445.0
994,108843.0
995,163689.0
996,144472.0
997,129317.0
998,122127.0
999,133833.0
1000,105885.0
1001,126849.0
1002,129379.0
1003,200351.0
1004,154025.0
1005,101506.0
1006,112047.0
1007,95100.0
1008,101564.0
1009,200719.0
1010,225189.0
1011,204423.0
1012,102579.0
1013,23883.0
1014,215163.0
1015,86479.0
1016,119173.0
1017,162381.0
1018,94103.0
1019,181747.0
1020,123203.0
1021,116025.0
1022,97727.0
1023,124303.0
1024,120331.0
1025,168279.0
1026,182593.0
1027,162345.0
1028,154181.0
1029,136927.0
1030,86749.0
1031,182335.0
1032,133743.0
1033,135559.0
1034,46549.0
1035,193413.0
1036,167349.0
1037,111343.0
1038,104425.0
1039,105215.0
1040,132411.0
1041,147749.0
1042,92537.0
1043,43313.0
1044,221802.0
1045,253382.0
1046,290192.0
1047,248750.0
1048,208593.0
1049,204289.0
1050,177459.0
1051,217113.0
1052,215803.0
1053,329663.0
1054,163285.0
1055,153285.0
1056,138611.0
1057,142067.0
1058,253095.0
1059,222207.0
1060,186893.0
1061,225029.0
1062,116997.0
1063,144655.0
1064,170961.0
1065,158391.0
1066,111411.0
1067,147395.0
1068,135371.0
1069,94047.0
1070,266775.0
1071,219483.0
1072,193467.0
1073,251699.0
1074,290737.0
1075,233825.0
1076,275377.0
1077,186866.0
1078,186809.0
1079,191248.0
1080,172187.0
1081,156657.0
1082,117193.0
1083,122377.0
1084,135421.0
1085,139529.0
1086,157777.0
1087,166827.0
1088,151595.0
1089,625896.0
1090,136981.0
1091,123735.0
1092,74656.0
1093,89025.0
1094,97311.0
1095,103143.0
1096,103977.0
1097,196425.0
1098,162071.0
1099,155061.0
1100,126161.0
1101,151598.0
1102,137501.0
1103,206731.0
1104,168467.0
1105,175213.0
1106,130935.0
1107,235577.0
1108,247690.0
1109,111827.0
1110,209699.0
1111,198653.0
1112,238339.0
1113,327857.0
1114,143663.0
1115,142127.0
1116,2398785032687206.0
1117,70553.0
1118,56255.0
1119,90589.0
1120,120913.0
1121,132349.0
1122,313616.0
1123,181649.0
1124,191161.0
1125,234523.0
1126,205265.0
1127,136061.0
1128,139629.0
1129,188785.0
1130,160979.0
1131,225736.0
1132,251420.0
1133,182077.0
1134,193671.0
1135,281565.0
1136,178189.0
1137,299017.0
1138,375764.0
1139,-31796.0
1140,92857.0
1141,51589.0
1142,88469.0
1143,77467.0
1144,56789.0
1145,140163.0
1146,196253.0
1147,167611.0
1148,137161.0
1149,117547.0
1150,185887.0
1151,160037.0
1152,122667.0
1153,99737.0
1154,160293.0
1155,154951.0
1156,196901.0
1157,243631.0
1158,200883.0
1159,167107.0
1160,175441.0
1161,174635.0
1162,244059.0
1163,300656.0
1164,335719.0
1165,170561.0
1166,175343.0
1167,473200.0
1168,497632.0
1169,404502.0
1170,446530.0
1171,418942.0
1172,329621.0
1173,405655.0
1174,128845.0
1175,167869.0
1176,187927.0
1177,281908.0
1178,184823.0
1179,153745.0
1180,85569.0
1181,196221.0
1182,108201.0
1183,131581.0
1184,100351.0
1185,84797.0
1186,94841.0
1187,146013.0
1188,126761.0
1189,121701.0
1190,129195.0
1191,402566.0
1192,275135.0
1193,284420.0
1194,392751.0
1195,343700.0
1196,351248.0
1197,328370.0
1198,345864.0
1199,370484.0
1200,361092.0
1201,368519.0
1202,311243.0
1203,263811.0
1204,320722.0
1205,278582.0
1206,186766.0
1207,193864.0
1208,199654.0
1209,287848.0
1210,196126.0
1211,191330.0
1212,193477.0
1213,199455.0
1214,196368.0
1215,189575.0
1216,204551.0
1217,242506.0
1218,281135.0
1219,292143.0
1220,373785.0
1221,323851.0
1222,459211.0
1223,333173.0
1224,340025.0
1225,277438.0
1226,304058.0
1227,228374.0
1228,220654.0
1229,386990.0
1230,198389.0
1231,150789.0
1232,211956.0
1233,156234.0
1234,200799.0
1235,179891.0
1236,178605.0
1237,190783.0
1238,164955.0
1239,142837.0
1240,115851.0
1241,87863.0
1242,103095.0
1243,143177.0
1244,102819.0
1245,77017.0
1246,93195.0
1247,145069.0
1248,124239.0
1249,129441.0
1250,337905.0
1251,410493.0
1252,169157.0
1253,134455.0
1254,169737.0
1255,124811.0
1256,197953.0
1257,219313.0
1258,159955.0
1259,173689.0
1260,124425.0
1261,155249.0
1262,142597.0
1263,121019.0
1264,117523.0
1265,150867.0
1266,176459.0
1267,162747.0
1268,129881.0
1269,147143.0
1270,130029.0
1271,136877.0
1272,152369.0
1273,95863.0
1274,133367.0
1275,122263.0
1276,122295.0
1277,123543.0
1278,153525.0
1279,141037.0
1280,128313.0
1281,139921.0
1282,155551.0
1283,165439.0
1284,142267.0
1285,136913.0
1286,114047.0
1287,97901.0
1288,131209.0
1289,134929.0
1290,140277.0
1291,150155.0
1292,150833.0
1293,265691.0
1294,133707.0
1295,99997.0
1296,63565.0
1297,59511.0
1298,153407.0
1299,128923.0
1300,134469.0
1301,137783.0
1302,171635.0
1303,158503.0
1304,267223.0
1305,122865.0
1306,79163.0
1307,140027.0
1308,138693.0
1309,139963.0
1310,93303.0
1311,100965.0
1312,173239.0
1313,164947.0
1314,115867.0
1315,149001.0
1316,145405.0
1317,93505.0
1318,134509.0
1319,117489.0
1320,96663.0
1321,96085.0
1322,103976.0
1323,132761.0
1324,136361.0
1325,46057.0
1326,120205.0
1327,57411.0
1328,158143.0
1329,83749.0
1330,122387.0
1331,44925.0
1332,148805.0
1333,87571.0
1334,122781.0
1335,112646.0
1336,263653.0
1337,107117.0
1338,85695.0
1339,73094.0
1340,106383.0
1341,133091.0
1342,181643.0
1343,125547.0
1344,122655.0
1345,67539.0
1346,209303.0
1347,158143.0
1348,140273.0
1349,124071.0
1350,152623.0
1351,192021.0
1352,149207.0
1353,144637.0
1354,102991.0
1355,230015.0
1356,143341.0
1357,129011.0
1358,-303423195674927.0
1359,122569.0
1360,87147.0
1361,170083.0
1362,339751.0
1363,214601.0
1364,140781.0
1365,153031.0
1366,131679.0
1367,231781.0
1368,194657.0
1369,248734.0
1370,183089.0
1371,266384.0
1372,310766.0
1373,247830.0
1374,230977.0
1375,183277.0
1376,161527.0
1377,139927.0
1378,164357.0
1379,193313.0
1380,199749.0
1381,228393.0
1382,133769.0
1383,162017.0
1384,106085.0
1385,203085.0
1386,200897.0
1387,228881.0
1388,198887.0
1389,276457.0
1390,225853.0
1391,231247.0
1392,223399.0
1393,136777.0
1394,209539.0
1395,203136.0
1396,182087.0
1397,217474.0
1398,84769.0
1399,137466.0
1400,140915.0
1401,188289.0
1402,153564.0
1403,270277.0
1404,140800.0
1405,139521.0
1406,72509.0
1407,114808.0
1408,102698.0
1409,93889.0
1410,56652.0
1411,36413.0
1412,71727.0
1413,136439.0
1414,122817.0
1415,131347.0
1416,142045.0
1417,162377.0
1418,161797.0
1419,94531.0
1420,151341.0
1421,209689.0
1422,211563.0
1423,190929.0
1424,175503.0
1425,259001.0
1426,111232.0
1427,153775.0
1428,28213.0
1429,75173.0
1430,166365.0
1431,35742.0
1432,67921.0
1433,6875.0
1434,329386.0
1435,291311.0
1436,222953.0
1437,126107.0
1438,205775.0
1439,158797.0
1440,239222.0
1441,169263.0
1442,304192.0
1443,342770.0
1444,-330858073295462.0
1445,198783.0
1446,92059.0
1447,102045.0
1448,124453.0
1449,79973.0
1450,53897.0
1451,128557.0
1452,44817.0
1453,58989.0
1454,75071.0
1455,58979.0
1456,172653.0
1457,114483.0
1458,228117.0
